precision,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.631,60,6,43,413,0.5,0.011,13,12
0.631,60,6,43,64,0.5,0.045,13,12
0.777,16,24,43,1,0.5,0.18,13,12
0.771,17,24,43,599,0.8,0.0,13,12
0.771,17,24,43,450,0.8,0.001,13,12
0.771,17,24,43,397,0.8,0.003,13,12
0.771,17,24,43,336,0.8,0.006,13,12
0.771,17,24,43,170,0.8,0.011,13,12
0.765,12,30,43,16,0.8,0.045,13,12
0.615,0,69,43,0,0.8,0.18,13,12
0.788,9,29,43,468,0.85,0.0,13,12
0.788,9,29,43,319,0.85,0.001,13,12
0.793,8,29,43,266,0.85,0.003,13,12
0.793,8,29,43,205,0.85,0.006,13,12
0.782,8,31,43,115,0.85,0.011,13,12
0.782,3,36,43,10,0.85,0.045,13,12
0.615,0,69,43,0,0.85,0.18,13,12
0.777,7,33,43,399,0.9,0.0,13,12
0.777,7,33,43,250,0.9,0.001,13,12
0.782,6,33,43,197,0.9,0.003,13,12
0.793,4,33,43,136,0.9,0.006,13,12
0.782,3,36,43,82,0.9,0.011,13,12
0.777,3,37,43,9,0.9,0.045,13,12
0.615,0,69,43,0,0.9,0.18,13,12
0.726,5,44,43,359,0.95,0.0,13,12
0.726,5,44,43,210,0.95,0.001,13,12
0.732,4,44,43,157,0.95,0.003,13,12
0.743,2,44,43,96,0.95,0.006,13,12
0.715,1,50,43,42,0.95,0.011,13,12
0.687,1,55,43,6,0.95,0.045,13,12
0.615,0,69,43,0,0.95,0.18,13,12
0.631,60,6,44,1308,0.5,0.0,13,13
0.631,60,6,44,1149,0.5,0.001,13,13
0.631,60,6,44,979,0.5,0.003,13,13
0.631,60,6,44,742,0.5,0.006,13,13
0.631,60,6,44,426,0.5,0.011,13,13
0.631,60,6,44,67,0.5,0.045,13,13
0.777,16,24,44,1,0.5,0.18,13,13
0.771,17,24,44,613,0.8,0.0,13,13
0.771,17,24,44,454,0.8,0.001,13,13
0.771,17,24,44,389,0.8,0.003,13,13
0.771,17,24,44,333,0.8,0.006,13,13
0.771,17,24,44,177,0.8,0.011,13,13
0.765,12,30,44,19,0.8,0.045,13,13
0.615,0,69,44,0,0.8,0.18,13,13
0.782,10,29,44,479,0.85,0.0,13,13
0.788,9,29,44,320,0.85,0.001,13,13
0.793,8,29,44,255,0.85,0.003,13,13
0.793,8,29,44,199,0.85,0.006,13,13
0.782,8,31,44,123,0.85,0.011,13,13
0.782,3,36,44,12,0.85,0.045,13,13
0.615,0,69,44,0,0.85,0.18,13,13
0.771,8,33,44,411,0.9,0.0,13,13
0.777,7,33,44,252,0.9,0.001,13,13
0.782,6,33,44,187,0.9,0.003,13,13
0.793,4,33,44,131,0.9,0.006,13,13
0.782,3,36,44,87,0.9,0.011,13,13
0.777,3,37,44,10,0.9,0.045,13,13
0.615,0,69,44,0,0.9,0.18,13,13
0.721,6,44,44,365,0.95,0.0,13,13
0.726,5,44,44,206,0.95,0.001,13,13
0.732,4,44,44,141,0.95,0.003,13,13
0.743,2,44,44,85,0.95,0.006,13,13
0.715,1,50,44,41,0.95,0.011,13,13
0.687,1,55,44,6,0.95,0.045,13,13
0.615,0,69,44,0,0.95,0.18,13,13
