PassengerId,Survived,FareGroup_0-64,FareGroup_64-128,FareGroup_128-192,FareGroup_192-256,FareGroup_256-320,FareGroup_320-384,FareGroup_384-448,FareGroup_448-513,AgeGroup_0-20,AgeGroup_20-40,AgeGroup_40-60,AgeGroup_60-81,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,SibSpGroup_0-1,SibSpGroup_1-3,SibSpGroup_3-5,SibSpGroup_5-7,SibSpGroup_7+,ParchGroup_0-1,ParchGroup_1-3,ParchGroup_3-5,ParchGroup_5+,Male,Female,NotSurvived
809,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
19,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,,X,X
788,,X,,,,,,,,X,,,,,X,,,,X,,,X,,,,X,,,X,,X
85,X,X,,,,,,,,X,,,,,,X,,X,,X,,,,,X,,,,,X,
155,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
859,X,X,,,,,,,,,X,,,X,,,,,X,X,,,,,,,X,,,X,
834,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
203,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
728,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
393,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
7,,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,X
616,X,,X,,,,,,,,X,,,,,X,,X,,,X,,,,,X,,,,X,
876,X,X,,,,,,,,X,,,,X,,,,,X,X,,,,,X,,,,,X,
823,,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,X
502,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,X
276,X,,X,,,,,,,,,,X,,,X,X,,,,X,,,,X,,,,,X,
741,X,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,
192,,X,,,,,,,,X,,,,,,X,,X,,X,,,,,X,,,,X,,X
104,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
658,,X,,,,,,,,,X,,,,X,,,,X,,X,,,,,X,,,,X,X
857,X,,,X,,,,,,,,X,,,,X,X,,,,X,,,,,X,,,,X,
269,X,,,X,,,,,,,,X,,,,X,X,,,X,,,,,,X,,,,X,
647,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
559,X,,X,,,,,,,,X,,,,,X,X,,,,X,,,,,X,,,,X,
856,X,X,,,,,,,,X,,,,,,X,,,X,X,,,,,,X,,,,X,
653,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
707,X,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,,X,
25,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,,X,X
176,,X,,,,,,,,X,,,,,,X,,,X,,X,,,,,X,,,X,,X
748,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
607,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
570,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,
110,X,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,,X,
316,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,
791,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
420,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,,X,,,,X,X
391,X,,X,,,,,,,,X,,,,,X,X,,,,X,,,,,X,,,X,,
640,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
222,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
646,X,,X,,,,,,,,,X,,X,,,X,,,,X,,,,X,,,,X,,
58,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
364,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
291,X,,X,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,,X,
659,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
504,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,X
874,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,X
88,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
673,,X,,,,,,,,,,,X,,,X,,X,,X,,,,,X,,,,X,,X
589,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
235,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
476,,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,X
545,,,X,,,,,,,,,X,,X,,,X,,,,X,,,,X,,,,X,,X
687,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,X,,X
635,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,,X,X
187,X,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,,X,
328,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
73,,,X,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
156,,X,,,,,,,,,,X,,X,,,X,,,X,,,,,,X,,,X,,X
180,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
29,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
31,,X,,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,X,,X
281,,X,,,,,,,,,,,X,,X,,,,X,X,,,,,X,,,,X,,X
294,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,X
758,,X,,,,,,,,X,,,,,,X,,X,,X,,,,,X,,,,X,,X
361,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,,X,,X,,X
119,,,,,X,,,,,,X,,,X,,,X,,,X,,,,,,X,,,X,,X
825,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,X,,X
678,X,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,,X,
441,X,X,,,,,,,,,,X,,,,X,,X,,,X,,,,,X,,,,X,
303,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
139,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
622,X,X,,,,,,,,,,X,,,,X,X,,,,X,,,,X,,,,X,,
697,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,X
68,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
178,,X,,,,,,,,,,X,,X,,,X,,,X,,,,,X,,,,,X,X
454,X,,X,,,,,,,,,X,,X,,,X,,,,X,,,,X,,,,X,,
64,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,X,,X
219,X,,X,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,,X,
335,X,,,X,,,,,,,X,,,,,X,X,,,,X,,,,X,,,,,X,
267,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,X,,X
247,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,X
41,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,,X,X
363,,X,,,,,,,,,,X,,X,,,,,X,X,,,,,,X,,,,X,X
601,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,,X,,,,X,
22,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,
122,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
311,X,,X,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,,X,
214,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
412,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
424,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,,X,X
246,,,X,,,,,,,,,X,,,X,,X,,,,X,,,,X,,,,X,,X
724,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
33,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
297,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
14,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,,,X,X,,X
850,X,,X,,,,,,,,X,,,X,,,X,,,,X,,,,X,,,,,X,
455,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
89,X,,,,,X,,,,,X,,,,,X,X,,,,,X,,,,X,,,,X,
258,X,,X,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,,X,
457,,X,,,,,,,,,,,X,,,X,X,,,X,,,,,X,,,,X,,X
239,,X,,,,,,,,X,,,,,,X,,X,,X,,,,,X,,,,X,,X
509,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
51,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,X,,X
789,X,X,,,,,,,,X,,,,,,X,,,X,,X,,,,,X,,,X,,
402,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
633,X,X,,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,X,,
467,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
759,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
314,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
785,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
768,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,X
248,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,,X,,,,X,
666,,,X,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,X,,X
503,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,X
507,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,,X,,,,X,
450,X,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,
842,,X,,,,,,,,X,,,,,,X,,X,,X,,,,,X,,,,X,,X
549,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,X,,X
517,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
498,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
11,X,X,,,,,,,,X,,,,,,X,,,X,,X,,,,,X,,,,X,
442,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
691,X,X,,,,,,,,,X,,,,,X,X,,,,X,,,,X,,,,X,,
657,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
100,,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,X,,X
245,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
406,,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,X,,X
81,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
818,,X,,,,,,,,,X,,,X,,,,X,,,X,,,,,X,,,X,,X
719,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
202,,,X,,,,,,,,X,,,,,X,,,X,,,,,X,,X,,,X,,X
429,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
642,X,,X,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,,X,
367,X,,X,,,,,,,,,X,,X,,,X,,,,X,,,,X,,,,,X,
800,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,,X,X
408,X,X,,,,,,,,X,,,,,,X,,X,,,X,,,,,X,,,X,,
307,X,,X,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,,X,
86,X,X,,,,,,,,,X,,,,,X,,,X,,,X,,,X,,,,,X,
639,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,,,,X,,X,X
478,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
317,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,,X,
400,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
421,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
134,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,,X,
695,,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,X
227,X,X,,,,,,,,X,,,,,,X,,X,,X,,,,,X,,,,X,,
801,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
523,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
76,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
292,X,,X,,,,,,,X,,,,X,,,X,,,,X,,,,X,,,,,X,
537,,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,X
815,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
114,,X,,,,,,,,X,,,,,,X,,,X,,X,,,,X,,,,,X,X
150,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
604,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,X
233,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
806,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
309,,X,,,,,,,,,X,,,X,,,,X,,,X,,,,X,,,,X,,X
625,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
525,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
346,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
740,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
649,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
109,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
71,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
690,X,,,,X,,,,,X,,,,,,X,X,,,X,,,,,,X,,,,X,
583,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
561,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
136,,X,,,,,,,,,X,,,X,,,,X,,X,,,,,X,,,,X,,X
172,,X,,,,,,,,X,,,,,X,,,,X,,,X,,,,X,,,X,,X
419,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
383,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
26,X,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,,,X,,X,
312,X,,,,,X,,,,X,,,,X,,,X,,,,X,,,,,X,,,,X,
332,,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,X
106,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
238,X,X,,,,,,,,X,,,,,,X,,X,,X,,,,,,X,,,,X,
369,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
288,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
191,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
629,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
228,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
750,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
113,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
331,X,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,,X,
875,X,X,,,,,,,,,X,,,X,,,,X,,,X,,,,X,,,,,X,
270,X,,,X,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,,X,
718,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
166,X,X,,,,,,,,X,,,,,,X,,,X,X,,,,,,X,,,X,,
722,,X,,,,,,,,X,,,,,,X,,,X,,X,,,,X,,,,X,,X
151,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
353,,X,,,,,,,,X,,,,X,,,,,X,,X,,,,,X,,,X,,X
781,X,X,,,,,,,,X,,,,X,,,,,X,X,,,,,X,,,,,X,
306,X,,,X,,,,,,X,,,,,,X,X,,,,X,,,,,X,,,X,,
866,X,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,,X,
475,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,X
355,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
401,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,
721,X,X,,,,,,,,X,,,,,,X,,X,,X,,,,,,X,,,,X,
304,X,X,,,,,,,,,X,,,,X,,,X,,X,,,,,X,,,,,X,
188,X,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,
889,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,,X,X
90,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
829,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,
368,X,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,,X,
439,,,,,,X,,,,,,,X,,,X,X,,,,X,,,,,,X,,X,,X
140,,,X,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,X,,X
831,X,X,,,,,,,,X,,,,X,,,,,X,,X,,,,X,,,,,X,
80,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,
593,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,X
694,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
268,X,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,
855,,X,,,,,,,,,,X,,,,X,,X,,,X,,,,X,,,,,X,X
861,,X,,,,,,,,,,X,,,,X,,,X,,X,,,,X,,,,X,,X
510,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,
94,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,X,,X
181,,,X,,,,,,,,X,,,,,X,,,X,,,,,X,,X,,,,X,X
650,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,
743,X,,,,,X,,,,,X,,,X,,,X,,,,X,,,,,X,,,,X,
342,X,,,,,X,,,,,X,,,,,X,X,,,,,X,,,,X,,,,X,
512,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
374,,,,X,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,X,,X
771,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
168,,X,,,,,,,,,,X,,,,X,,,X,,X,,,,,,X,,,X,X
737,,X,,,,,,,,,,X,,,,X,,,X,,X,,,,,,X,,,X,X
619,X,X,,,,,,,,X,,,,,,X,,X,,,X,,,,,X,,,,X,
77,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
853,,X,,,,,,,,X,,,,X,,,,,X,,X,,,,,X,,,,X,X
871,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
470,X,X,,,,,,,,X,,,,X,,,,,X,,X,,,,,X,,,,X,
811,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
674,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,
840,X,X,,,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,X,,
848,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
108,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,
377,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,
47,,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,X,,X
230,,X,,,,,,,,,X,,,,,X,,,X,,,X,,,,X,,,,X,X
385,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
446,X,,X,,,,,,,X,,,,,,X,X,,,X,,,,,,X,,,X,,
61,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
444,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
757,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
242,X,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,,X,
587,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
532,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
464,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
173,X,X,,,,,,,,X,,,,,,X,,,X,,X,,,,,X,,,,X,
146,,X,,,,,,,,X,,,,,,X,,X,,,X,,,,,X,,,X,,X
602,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
359,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
366,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
39,,X,,,,,,,,X,,,,,,X,,,X,,X,,,,X,,,,,X,X
223,,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,X
738,X,,,,,,,,X,,X,,,X,,,X,,,X,,,,,X,,,,X,,
821,X,,X,,,,,,,,,X,,,,X,X,,,,X,,,,,X,,,,X,
259,X,,,,,,,,X,,X,,,X,,,X,,,X,,,,,X,,,,,X,
579,,X,,,,,,,,,X,,,X,,,,,X,,X,,,,X,,,,,X,X
689,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
816,,X,,,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,X,,X
295,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
75,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,
614,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,X,,X
492,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
708,X,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,
91,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
688,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
160,,,X,,,,,,,,X,,,,,X,,,X,,,,,X,,X,,,X,,X
254,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
34,,X,,,,,,,,,,,X,,,X,,X,,X,,,,,X,,,,X,,X
21,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
681,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,X
515,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
290,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
18,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,
837,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
174,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
138,,X,,,,,,,,,X,,,,,X,X,,,,X,,,,X,,,,X,,X
143,X,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,,X,
784,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,X,,X
320,X,,,X,,,,,,,X,,,X,,,X,,,,X,,,,,X,,,,X,
298,,,,X,,,,,,X,,,,,,X,X,,,,X,,,,,X,,,,X,X
283,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
661,X,,,X,,,,,,,,X,,,,X,X,,,,X,,,,X,,,,X,,
484,X,X,,,,,,,,,,,X,,,X,,,X,X,,,,,X,,,,,X,
836,X,,X,,,,,,,,X,,,X,,,X,,,,X,,,,,X,,,,X,
637,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
641,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
54,X,X,,,,,,,,,X,,,,,X,,X,,,X,,,,X,,,,,X,
472,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
854,X,X,,,,,,,,X,,,,,,X,X,,,X,,,,,,X,,,,X,
606,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
376,X,,X,,,,,,,,X,,,X,,,X,,,,X,,,,X,,,,,X,
357,X,X,,,,,,,,,X,,,,,X,X,,,X,,,,,,X,,,,X,
536,X,X,,,,,,,,X,,,,,,X,,X,,X,,,,,,X,,,,X,
886,,X,,,,,,,,,X,,,,X,,,,X,X,,,,,,,,X,,X,X
822,X,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,
212,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
399,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
365,,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,X,,X
360,X,X,,,,,,,,,X,,,,X,,,,X,X,,,,,X,,,,,X,
833,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
1,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
491,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,X,,,,X,,X
397,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,,X,X
415,X,X,,,,,,,,,,X,,,,X,,,X,X,,,,,X,,,,X,,
775,X,X,,,,,,,,,,X,,,,X,,X,,,X,,,,,,X,,,X,
597,X,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,,X,
241,,X,,,,,,,,,X,,,X,,,,,X,,X,,,,X,,,,,X,X
793,,,X,,,,,,,,X,,,,,X,,,X,,,,,X,,X,,,,X,X
617,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,X,,,X,,X
471,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
600,X,X,,,,,,,,,,X,,X,,,X,,,,X,,,,X,,,,X,,
183,,X,,,,,,,,X,,,,,,X,,,X,,,X,,,,X,,,X,,X
326,X,,,X,,,,,,,X,,,X,,,X,,,X,,,,,X,,,,,X,
610,X,,,X,,,,,,,X,,,,,X,X,,,X,,,,,X,,,,,X,
351,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
171,,X,,,,,,,,,,,X,,,X,X,,,X,,,,,X,,,,X,,X
638,,X,,,,,,,,,X,,,,,X,,X,,,X,,,,,X,,,X,,X
92,,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,X,,X
715,,X,,,,,,,,,,X,,,,X,,X,,X,,,,,X,,,,X,,X
215,,X,,,,,,,,,X,,,,X,,,,X,,X,,,,X,,,,X,,X
844,,X,,,,,,,,,X,,,X,,,,,X,X,,,,,X,,,,X,,X
250,,X,,,,,,,,,,X,,,,X,,X,,,X,,,,X,,,,X,,X
423,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
323,X,X,,,,,,,,,X,,,,X,,,X,,X,,,,,X,,,,,X,
787,X,X,,,,,,,,X,,,,,,X,,,X,X,,,,,X,,,,,X,
111,,X,,,,,,,,,,X,,,,X,X,,,X,,,,,X,,,,X,,X
578,X,X,,,,,,,,,X,,,,,X,X,,,,X,,,,X,,,,,X,
838,,X,,,,,,,,,X,,,,,X,,,X,X,,,,,X,,,,X,,X
611,,X,,,,,,,,,X,,,,,X,,,X,,X,,,,,,,X,,X,X
747,,X,,,,,,,,X,,,,,,X,,,X,,X,,,,,X,,,X,,X
220,,X,,,,,,,,,X,,,,,X,,X,,X,,,,,X,,,,X,,X
79,X,X,,,,,,,,X,,,,,,X,,X,,X,,,,,,X,,,X,,
